"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","Entrez","Symbol","Name"
"ENSG00000105700",897.840658123322,-0.0988579007177247,0.0681821135460207,-1.44990959617289,0.147083730985322,0.223062361315258,"79036","KXD1","KxDL motif containing 1"
"ENSG00000175206",0.765458639236935,2.9803657780798,2.05602872071247,1.4495740006234,0.147177350581705,0.223158414904648,"4878","NPPA","natriuretic peptide A"
"ENSG00000174611",0.765458639236935,2.9803657780798,2.05602872071247,1.4495740006234,0.147177350581705,0.223158414904648,"339855","KY","kyphoscoliosis peptidase"
"ENSG00000124749",2.98071710762184,1.63230072221441,1.12619556325333,1.44939367146773,0.147227675018343,0.223211755418202,"81578","COL21A1","collagen type XXI alpha 1 chain"
"ENSG00000168803",86.1007173193491,-0.283147428181755,0.195467117720586,-1.44856808389892,0.147458239650762,0.223538318861647,"161823","ADAL","adenosine deaminase like"
"ENSG00000162769",81.8533887282448,-0.284989254940985,0.197021587250082,-1.44648745814459,0.148040527255488,0.224397952349211,"28982","FLVCR1","FLVCR heme transporter 1"
"ENSG00000115649",534.674147278856,-0.118491103417404,0.081923400729478,-1.44636455960461,0.148074976727985,0.224427088339886,"27013","CNPPD1","cyclin Pas1/PHO80 domain containing 1"
"ENSG00000243978",15.7781762880285,-0.647041523659714,0.447401775274649,-1.44622028659254,0.148115425455449,0.224449113531943,"57529","RTL9","retrotransposon Gag like 9"
"ENSG00000124486",3586.1383538199,0.0724258912197788,0.0500799934076678,1.44620408853108,0.14811996730979,0.224449113531943,"8239","USP9X","ubiquitin specific peptidase 9 X-linked"
"ENSG00000139192",68.2345355151813,0.317979387965146,0.219922308681133,1.44587145284195,0.148213260199841,0.224567392703327,"55080","TAPBPL","TAP binding protein like"
"ENSG00000114923",91.9790997744754,-0.271924185623617,0.188129866600074,-1.44540678488692,0.148343658746148,0.224741862931819,"6508","SLC4A3","solute carrier family 4 member 3"
"ENSG00000112137",1.94357561079221,2.1013249237323,1.45395104895121,1.44525149264693,0.148387257529702,0.224780212350889,"221692","PHACTR1","phosphatase and actin regulator 1"
"ENSG00000143353",126.511136961053,-0.234001422044333,0.161918267959586,-1.44518234411165,0.148406674346834,0.224780212350889,"127018","LYPLAL1","lysophospholipase like 1"
"ENSG00000164742",10.825911168412,0.777031088869455,0.537680598131384,1.44515366849742,0.148414726990535,0.224780212350889,"107","ADCY1","adenylate cyclase 1"
"ENSG00000050748",753.411149450144,0.105483390422282,0.0730049311287881,1.44488034974239,0.148491496710208,0.224873374282269,"5601","MAPK9","mitogen-activated protein kinase 9"
"ENSG00000278311",1004.61171976973,0.0917575591987607,0.0635306080757298,1.44430475290562,0.148653269419686,0.22509523114223,"79893","GGNBP2","gametogenetin binding protein 2"
"ENSG00000233927",2624.31918454101,-0.0770415365344478,0.0533850472648414,-1.44312949939423,0.148983994777835,0.225550872999968,"6234","RPS28","ribosomal protein S28"
"ENSG00000125618",27.9285053508851,-0.492408077748782,0.341209180638583,-1.44312669672963,0.148984784139957,0.225550872999968,"7849","PAX8","paired box 8"
"ENSG00000089234",435.820764631913,0.133902535488125,0.09281123865683,1.44274052825898,0.149093577866877,0.225692394268902,"8315","BRAP","BRCA1 associated protein"
"ENSG00000135596",1114.41450856872,-0.0881604586512528,0.0611129295492853,-1.4425827611513,0.149138042418612,0.225729624659535,"64780","MICAL1","microtubule associated monooxygenase, calponin and LIM domain containing 1"
"ENSG00000134830",2.37625110010123,1.80821936941157,1.2534928864426,1.44254458000418,0.149148804785897,0.225729624659535,"27202","C5AR2","complement C5a receptor 2"
"ENSG00000135604",6.86804887133101,-0.990911068427024,0.686973596621048,-1.44242962655468,0.149181211038502,0.225755487040296,"8676","STX11","syntaxin 11"
"ENSG00000165392",299.720579954623,0.165880792203812,0.115033230012575,1.44202498865483,0.149295324296232,0.225904978385819,"7486","WRN","WRN RecQ like helicase"
"ENSG00000198797",0.829450265180076,3.07085753638997,2.13019529276666,1.44158497900049,0.149419488450978,0.226023239329828,"57795","BRINP2","BMP/retinoic acid inducible neural specific 2"
"ENSG00000150873",0.829450265180076,3.07085753638997,2.13019529276666,1.44158497900049,0.149419488450978,0.226023239329828,"130813","C2orf50","chromosome 2 open reading frame 50"
"ENSG00000135063",0.829450265180076,3.07085753638997,2.13019529276666,1.44158497900049,0.149419488450978,0.226023239329828,"9413","FAM189A2","family with sequence similarity 189 member A2"
"ENSG00000137478",558.10336008247,-0.121150268578484,0.0840851943845573,-1.44080381171996,0.149640116301245,0.226333747336591,"9873","FCHSD2","FCH and double SH3 domains 2"
"ENSG00000130956",374.658604478929,-0.147601308288877,0.102461216962947,-1.44055782923458,0.149709641438378,0.226409278812862,"22927","HABP4","hyaluronan binding protein 4"
"ENSG00000167685",441.517679665603,0.13217938240775,0.0917596886762423,1.44049510536289,0.149727373821094,0.226409278812862,"55311","ZNF444","zinc finger protein 444"
"ENSG00000254093",64.0093934749952,-0.322106917935619,0.223613291432908,-1.44046409706492,0.149736140628916,0.226409278812862,"54984","PINX1","PIN2 (TERF1) interacting telomerase inhibitor 1"
"ENSG00000083807",21.1242084029285,-0.58212397920169,0.404264026803657,-1.43995987920146,0.149878750370084,0.22660166423413,"10998","SLC27A5","solute carrier family 27 member 5"
"ENSG00000185875",59.3789569912357,-0.35209635386823,0.244611044300351,-1.4394131502742,0.150033500716073,0.226812363683812,"79896","THNSL1","threonine synthase like 1"
"ENSG00000135643",39.8844289479045,0.404016560681786,0.28077114027534,1.43895330654562,0.150163752735611,0.226985988494096,"27345","KCNMB4","potassium calcium-activated channel subfamily M regulatory beta subunit 4"
"ENSG00000157916",2153.5090858002,0.0751255688325903,0.0522266904719185,1.43845164519824,0.150305948045849,0.227177629196977,"11079","RER1","retention in endoplasmic reticulum sorting receptor 1"
"ENSG00000169302",1.77708540338061,-2.20047526907484,1.52995467486308,-1.43826173757191,0.150359803917771,0.227209039992779,"202374","STK32A","serine/threonine kinase 32A"
"ENSG00000260428",10.8983325692193,0.790101312898774,0.549345259603745,1.43825999967432,0.150360296835786,0.227209039992779,"642658","SCX","scleraxis bHLH transcription factor"
"ENSG00000170315",4764.4854913497,0.0623113143862647,0.0433266993663895,1.43817358112911,0.150384809188332,0.227209039992779,"7314","UBB","ubiquitin B"
"ENSG00000121210",348.013050875236,-0.142130588634507,0.0988280136971959,-1.43816093552166,0.150388396331222,0.227209039992779,"23240","TMEM131L","transmembrane 131 like"
"ENSG00000115993",2301.51789495351,-0.0691739138135674,0.0481047819432999,-1.43798414667176,0.15043855234455,0.227260960448785,"66008","TRAK2","trafficking kinesin protein 2"
"ENSG00000001631",348.798285306646,-0.143541514558628,0.0998250290310608,-1.43793110757789,0.150453602327235,0.227260960448785,"889","KRIT1","KRIT1 ankyrin repeat containing"
"ENSG00000060971",429.878153377719,-0.129381091269126,0.0900067077929111,-1.43746054534966,0.150587175871903,0.227439413609357,"30","ACAA1","acetyl-CoA acyltransferase 1"
"ENSG00000065325",4.56043265930008,1.29227598193856,0.899290676748148,1.436994750809,0.150719485075899,0.227615920796044,"9340","GLP2R","glucagon like peptide 2 receptor"
"ENSG00000160716",1.91478100982824,2.12495850578984,1.47896917522022,1.43678349852926,0.150779520604412,0.227683255601211,"1141","CHRNB2","cholinergic receptor nicotinic beta 2 subunit"
"ENSG00000058085",297.64176973737,-0.156870580703797,0.109203102578361,-1.43650296557492,0.15085927309452,0.227780346979514,"3918","LAMC2","laminin subunit gamma 2"
"ENSG00000213780",3.29776520129994,1.49724182933014,1.0426535569412,1.4359916765858,0.151004709722042,0.227976583884804,"2968","GTF2H4","general transcription factor IIH subunit 4"
"ENSG00000132286",387.593884443134,0.135001840944846,0.0940206513689325,1.43587434227726,0.151038100643236,0.228003638971628,"26515","TIMM10B","translocase of inner mitochondrial membrane 10B"
"ENSG00000121775",180.192086945781,-0.193963729606131,0.135156063757654,-1.43510934110899,0.151255942118464,0.228309102308677,"55116","TMEM39B","transmembrane protein 39B"
"ENSG00000180776",1598.96511821543,0.0778654040431337,0.0542779824964169,1.43456702813657,0.151410515914565,0.228519015212376,"253832","ZDHHC20","zinc finger DHHC-type palmitoyltransferase 20"
"ENSG00000186174",2211.27498687562,0.0728705076584472,0.0508462436121009,1.43315420140702,0.151813774639419,0.229090300692774,"283149","BCL9L","BCL9 like"
"ENSG00000144026",110.886696218239,0.25970987306887,0.181218391579764,1.43313198403793,0.151820122599153,0.229090300692774,"84874","ZNF514","zinc finger protein 514"
"ENSG00000035115",184.662373488293,0.198062184600403,0.138218590278845,1.4329634255481,0.151868289813856,0.229139522448466,"26751","SH3YL1","SH3 and SYLF domain containing 1"
"ENSG00000103150",131.50656475265,-0.223218975540062,0.15589583708228,-1.43184692880702,0.152187633388145,0.229597844290559,"23417","MLYCD","malonyl-CoA decarboxylase"
"ENSG00000249961",0.717517772368238,-3.04775565744512,2.12875426850754,-1.43170853608288,0.152227252450743,0.229634109172882,"283847","TERB1","telomere repeat binding bouquet formation protein 1"
"ENSG00000035862",14065.1928490765,-0.0484721619767536,0.0338657284680381,-1.43130427631288,0.152343028883239,0.229769288137748,"7077","TIMP2","TIMP metallopeptidase inhibitor 2"
"ENSG00000171161",271.838309480548,0.167838503136358,0.117268218710861,1.43123605851117,0.152362572467357,0.229769288137748,"79894","ZNF672","zinc finger protein 672"
"ENSG00000103888",2826.81977714824,0.0871548306109791,0.0608961985829692,1.43120313975319,0.152372003980304,0.229769288137748,"57214","CEMIP","cell migration inducing hyaluronidase 1"
"ENSG00000135346",1.24288151937524,2.52811100447212,1.76645470861143,1.43117793631935,0.152379225285544,0.229769288137748,"1081","CGA","glycoprotein hormones, alpha polypeptide"
"ENSG00000197062",124.721913621579,-0.235692311390308,0.164711418418311,-1.43094093690414,0.152447143263319,0.229848183878752,"7741","ZSCAN26","zinc finger and SCAN domain containing 26"
"ENSG00000156140",73.8106751569113,0.303843054974794,0.212531694182505,1.42963644148942,0.15282139080098,0.230388876598285,"9508","ADAMTS3","ADAM metallopeptidase with thrombospondin type 1 motif 3"
"ENSG00000160218",579.674967083383,0.119725789154481,0.0837610005960284,1.42937391271037,0.152896792275829,0.230478973566653,"7109","TRAPPC10","trafficking protein particle complex subunit 10"
"ENSG00000184697",3.42497031363,1.45786678321297,1.0199914742314,1.42929310689731,0.152920006388843,0.230490392120961,"9074","CLDN6","claudin 6"
"ENSG00000120662",82.3766212845306,0.280031116562608,0.195973810743273,1.42892111706421,0.153026907221607,0.230627933186629,"9617","MTRF1","mitochondrial translation release factor 1"
"ENSG00000226174",7.31741993823465,0.950169916346931,0.665093167692852,1.42862678869937,0.153111530313078,0.230731874616988,"647310","TEX22","testis expressed 22"
"ENSG00000140945",1220.79854182487,0.0921668070371401,0.0645572098315664,1.42767643269603,0.153385012592986,0.231120367610206,"1012","CDH13","cadherin 13"
"ENSG00000127743",4.03449656144771,1.33890866388229,0.938023748140229,1.42737181924965,0.153472749239136,0.231228928469269,"27190","IL17B","interleukin 17B"
"ENSG00000089820",2.87181610590165,1.61247969010587,1.13002093289649,1.42694674334282,0.153595246002159,0.231383455888654,"393","ARHGAP4","Rho GTPase activating protein 4"
"ENSG00000108576",1.81653248340991,2.1394621372838,1.49937044849343,1.42690696580924,0.153606712743561,0.231383455888654,"6532","SLC6A4","solute carrier family 6 member 4"
"ENSG00000066583",156.112150857257,-0.206227203722805,0.14453968475485,-1.42678603507805,0.153641577660986,0.231412322081513,"51015","ISOC1","isochorismatase domain containing 1"
"ENSG00000184922",72.627744638745,0.330526896841853,0.231687675073152,1.42660543655373,0.1536936562944,0.231467106730724,"752","FMNL1","formin like 1"
"ENSG00000119013",423.549081137592,-0.136840468162871,0.0960183585712683,-1.42514900482602,0.154114133603193,0.232065728162816,"4709","NDUFB3","NADH:ubiquinone oxidoreductase subunit B3"
"ENSG00000072954",26.2513244128921,-0.492447008277347,0.34554784606361,-1.42511960033082,0.1541226317857,0.232065728162816,"79041","TMEM38A","transmembrane protein 38A"
"ENSG00000018189",438.151628986081,-0.129105288987833,0.0906152351870969,-1.42476360317626,0.154225546652094,0.232179824101903,"22902","RUFY3","RUN and FYVE domain containing 3"
"ENSG00000189060",784.478604415323,-0.0996681701332994,0.0699564385524621,-1.4247176127835,0.154238845777433,0.232179824101903,"3005","H1-0","H1.0 linker histone"
"ENSG00000137413",252.530958542443,0.168766865535704,0.118458323714558,1.42469402101596,0.154245668189831,0.232179824101903,"129685","TAF8","TATA-box binding protein associated factor 8"
"ENSG00000162552",3.37380201725139,1.46073839836308,1.02580905549886,1.42398664793684,0.154450337221447,0.232445878830794,"54361","WNT4","Wnt family member 4"
"ENSG00000116353",196.422992767733,-0.184800001125859,0.129777639687123,-1.42397412660138,0.154453961961594,0.232445878830794,"51102","MECR","mitochondrial trans-2-enoyl-CoA reductase"
"ENSG00000006015",274.964000312341,0.158235402588764,0.111132241846732,1.42384784072829,0.154490523454289,0.232477163025251,"55049","REX1BD","required for excision 1-B domain containing"
"ENSG00000146457",758.467767913109,-0.101037706618124,0.071069808239782,-1.42166848512147,0.155122513076749,0.233404348925485,"9589","WTAP","WT1 associated protein"
"ENSG00000123342",283.330734880766,-0.160742002239041,0.113104474909171,-1.42118163200992,0.155263963107829,0.233593332817801,"4327","MMP19","matrix metallopeptidase 19"
"ENSG00000007237",371.043203749801,-0.135590740325054,0.0954119906687509,-1.42110796949824,0.155285373499235,0.233601697931175,"8522","GAS7","growth arrest specific 7"
"ENSG00000185527",3.04860093712848,-1.5475898609421,1.08953947757812,-1.42040733061106,0.155489129893161,0.233884343372669,"5148","PDE6G","phosphodiesterase 6G"
"ENSG00000197563",506.265503946904,-0.122623362555896,0.0863442191363009,-1.42016875921161,0.155558556363987,0.233964393370524,"23556","PIGN","phosphatidylinositol glycan anchor biosynthesis class N"
"ENSG00000180233",18.6213589683872,-0.584912734099252,0.41187691414706,-1.42011536458781,0.155574097912277,0.233964393370524,"223082","ZNRF2","zinc and ring finger 2"
"ENSG00000100156",1.79526089744702,2.20719985429553,1.55434962898042,1.42001504239644,0.155603301833161,0.233984436528632,"23539","SLC16A8","solute carrier family 16 member 8"
"ENSG00000165917",1.28652680075277,2.53715760887841,1.78883123249317,1.41833257536669,0.156093690405879,0.234697899326856,"5913","RAPSN","receptor associated protein of the synapse"
"ENSG00000132825",110.845768059115,-0.261326250287262,0.184259327922074,-1.41825248813336,0.156117062628552,0.234709096095032,"5509","PPP1R3D","protein phosphatase 1 regulatory subunit 3D"
"ENSG00000075275",131.295057208084,0.249935782637058,0.176289666160068,1.41775628759839,0.156261930281181,0.234881035028546,"9620","CELSR1","cadherin EGF LAG seven-pass G-type receptor 1"
"ENSG00000181649",1421.47699763434,0.0857822972118138,0.0605058726897943,1.41775159002513,0.156263302242834,0.234881035028546,"7262","PHLDA2","pleckstrin homology like domain family A member 2"
"ENSG00000111664",27.9769564644037,-0.470502912262319,0.331924396318646,-1.41750024246678,0.156336723515117,0.234967431283479,"2784","GNB3","G protein subunit beta 3"
"ENSG00000154309",127.464780638269,0.227820982196012,0.160738982592487,1.41733497700178,0.156385013557045,0.235016042602603,"84976","DISP1","dispatched RND transporter family member 1"
"ENSG00000123427",116.37385412871,0.237972750262692,0.167969996378015,1.41675748880256,0.156553842605642,0.235245772055664,"25895","EEF1AKMT3","EEF1A lysine methyltransferase 3"
"ENSG00000164124",10.1192827113552,-0.818629127310379,0.578456055778926,-1.41519674508039,0.157010818610221,0.235908394808588,"55314","TMEM144","transmembrane protein 144"
"ENSG00000140543",98.0167444354195,-0.25842523896978,0.182618232831753,-1.41511192482006,0.157035682391689,0.235921701028412,"55070","DET1","DET1 partner of COP1 E3 ubiquitin ligase"
"ENSG00000198133",6.4494825974198,-1.00666233849939,0.711408158641598,-1.41502782372017,0.157060338308841,0.235934692283732,"161145","TMEM229B","transmembrane protein 229B"
"ENSG00000068400",531.38542387532,0.124541064587157,0.0880372331463681,1.41464083020531,0.157173831007135,0.236081117140557,"56850","GRIPAP1","GRIP1 associated protein 1"
"ENSG00000100591",1399.68296521918,0.0837461082275613,0.0592182686695575,1.41419379710121,0.157305008739249,0.236254073045863,"10598","AHSA1","activator of HSP90 ATPase activity 1"
"ENSG00000110442",446.44255814762,-0.129255940183771,0.0914605687290477,-1.413242252699,0.157584506899198,0.236649731269654,"29099","COMMD9","COMM domain containing 9"
"ENSG00000169635",153.06003964094,0.215632224812069,0.152606144390213,1.41299831454164,0.157656219675409,0.236733302656767,"23119","HIC2","HIC ZBTB transcriptional repressor 2"
"ENSG00000197410",0.803947109464653,3.03288512421025,2.14678215517283,1.41275868019598,0.157726691292011,0.236795253253815,"54798","DCHS2","dachsous cadherin-related 2"
"ENSG00000204519",105.938255443861,0.253956361310519,0.179760456638193,1.41274875498153,0.157729610611528,0.236795253253815,"90233","ZNF551","zinc finger protein 551"
"ENSG00000165949",5.7486910499805,1.10438603220559,0.782098092753481,1.41208122413066,0.157926046521893,0.23706600872272,"3429","IFI27","interferon alpha inducible protein 27"
"ENSG00000197880",0.743084943822294,2.94752827889509,2.09013509188923,1.41020945982534,0.158477843368932,0.237870094263298,"259283","MDS2","myelodysplastic syndrome 2 translocation associated"
"ENSG00000134461",58.904249720059,0.324419632948739,0.23007484552296,1.41006128771415,0.15852158683583,0.237911522076014,"54522","ANKRD16","ankyrin repeat domain 16"
"ENSG00000145736",133.185848754714,0.216953121418285,0.153935558022629,1.4093762624123,0.158723939275688,0.238190959886477,"2966","GTF2H2","general transcription factor IIH subunit 2"
"ENSG00000169188",243.889897312029,-0.165748366321967,0.117672880609849,-1.40855195745156,0.158967693222828,0.238512395735696,"27301","APEX2","apurinic/apyrimidinic endodeoxyribonuclease 2"
"ENSG00000140455",256.821379201877,0.161004704280522,0.114305893118742,1.40854246345171,0.158970502328114,0.238512395735696,"9960","USP3","ubiquitin specific peptidase 3"
"ENSG00000124782",488.219803651135,-0.120155232133689,0.0853089232029239,-1.40847202874518,0.158991343875162,0.238519383757343,"6239","RREB1","ras responsive element binding protein 1"
"ENSG00000143199",4.69997323104469,-1.19745621699772,0.850314672546214,-1.40825068137659,0.159056853761469,0.238593375138578,"55811","ADCY10","adenylate cyclase 10"
"ENSG00000164296",97.045598104979,-0.25884994291226,0.183885441276097,-1.40766958556337,0.159228931861997,0.238827192935286,"81789","TIGD6","tigger transposable element derived 6"
"ENSG00000165724",300.068763068983,0.150258847507119,0.10674812330004,1.40760177192795,0.159249022477841,0.238833020583944,"116225","ZMYND19","zinc finger MYND-type containing 19"
"ENSG00000122824",15.4727133685937,-0.657145182091947,0.466972647070656,-1.40724555541797,0.159354587457904,0.238967023804904,"170685","NUDT10","nudix hydrolase 10"
"ENSG00000112578",487.358059599875,-0.124795561213119,0.0886963384692418,-1.40699789153523,0.159428013993663,0.239052810076163,"705","BYSL","bystin like"
"ENSG00000067842",1.6319001503362,-2.20639672901974,1.56929487250266,-1.40597969679277,0.159730153787403,0.239477477108797,"492","ATP2B3","ATPase plasma membrane Ca2+ transporting 3"
"ENSG00000198218",1156.1568859078,0.0862819820335244,0.0613698673285565,1.40593398339279,0.159743728962992,0.239477477108797,"54870","QRICH1","glutamine rich 1"
"ENSG00000157890",1.3037436850176,2.58717498696915,1.84065659702438,1.40557178951881,0.15985131788593,0.239605379538886,"84465","MEGF11","multiple EGF like domains 11"
"ENSG00000168275",202.960788417398,0.183314901640374,0.130423361848205,1.40553731358135,0.159861561745547,0.239605379538886,"388753","COA6","cytochrome c oxidase assembly factor 6"
"ENSG00000166484",481.886090897211,0.122920588455553,0.0874843499653604,1.40505803042743,0.160004022911297,0.239794517964887,"5598","MAPK7","mitogen-activated protein kinase 7"
"ENSG00000156049",1.20439304914752,2.49334167131915,1.77522195457339,1.40452390468455,0.160162898448765,0.239957904599132,"9630","GNA14","G protein subunit alpha 14"
"ENSG00000242220",1.20439304914752,2.49334167131915,1.77522195457339,1.40452390468455,0.160162898448765,0.239957904599132,"140290","TCP10L","t-complex 10 like"
"ENSG00000271303",47.9830890255587,-0.367531347658063,0.26168253163484,-1.40449324363358,0.160172022187152,0.239957904599132,"140809","SRXN1","sulfiredoxin 1"
"ENSG00000275700",666.882498040975,-0.107582555276182,0.0765999681440818,-1.40447258507762,0.160178169727661,0.239957904599132,"26574","AATF","apoptosis antagonizing transcription factor"
"ENSG00000196812",19.8292453565283,0.555092833832713,0.395576546046509,1.40325011525696,0.160542268031632,0.240478904995447,"80345","ZSCAN16","zinc finger and SCAN domain containing 16"
"ENSG00000196369",78.7299298116091,-0.291990479704907,0.208113224714618,-1.4030366407772,0.16060591300013,0.24053647351609,"647135","SRGAP2B","SLIT-ROBO Rho GTPase activating protein 2B"
"ENSG00000119650",163.916578557056,0.195996512127786,0.139696987846315,1.40301172666234,0.160613342100139,0.24053647351609,"112752","IFT43","intraflagellar transport 43"
"ENSG00000278570",1.14741478038518,-2.56440553375042,1.82794896804849,-1.40288683030806,0.160650588658091,0.240558113256973,"10002","NR2E3","nuclear receptor subfamily 2 group E member 3"
"ENSG00000105865",63.3693854946548,-0.318616551728419,0.227120280679809,-1.40285381285522,0.160660436204939,0.240558113256973,"11062","DUS4L","dihydrouridine synthase 4 like"
"ENSG00000183486",7.28209297023499,-0.941098008649283,0.671191417921167,-1.40213057485758,0.160876258387594,0.24085679562336,"4600","MX2","MX dynamin like GTPase 2"
"ENSG00000069966",228.2972199118,-0.1711378462219,0.122083869189187,-1.40180555677423,0.160973318669138,0.240977630324608,"10681","GNB5","G protein subunit beta 5"
"ENSG00000222011",31.4777657836363,-0.448658207273142,0.320185939775535,-1.40124268913142,0.161141512695912,0.241204917135116,"222234","FAM185A","family with sequence similarity 185 member A"
"ENSG00000144524",492.825846399964,-0.131142123161323,0.0936257049645777,-1.40070638945724,0.161301891240967,0.241420460354358,"64708","COPS7B","COP9 signalosome subunit 7B"
"ENSG00000105516",43.7820698183347,0.389902926697854,0.278465587576585,1.40018352030884,0.161458369465661,0.241630122784821,"1628","DBP","D-box binding PAR bZIP transcription factor"
"ENSG00000176142",677.346806617784,0.111181683600858,0.0794141041515969,1.4000244010638,0.161506011573468,0.241676880756399,"55254","TMEM39A","transmembrane protein 39A"
"ENSG00000146109",314.382301700303,0.146766914577779,0.104871797319079,1.39948888385341,0.161666429485153,0.241892369314942,"29777","ABT1","activator of basal transcription 1"
"ENSG00000144161",45.4166125120031,-0.366982786078242,0.262238968226772,-1.39942125519992,0.161686696671926,0.241898135778179,"84524","ZC3H8","zinc finger CCCH-type containing 8"
"ENSG00000112619",17.8923492827288,-0.588713526156397,0.42072960974224,-1.39926811073999,0.161732598618992,0.241942249131821,"5961","PRPH2","peripherin 2"
"ENSG00000198225",32.2800160883896,-0.479602427034508,0.342881492698189,-1.39874107307583,0.161890642662303,0.242154094342537,"642489","FKBP1C","FKBP prolyl isomerase family member 1C"
"ENSG00000005175",551.265959568277,0.113508129791379,0.08116654515928,1.39845954473771,0.161975112992375,0.24225585704096,"79657","RPAP3","RNA polymerase II associated protein 3"
"ENSG00000100852",1079.30827850826,-0.094332401070705,0.0674649628604335,-1.39824283703902,0.162040157063504,0.242328547417749,"394","ARHGAP5","Rho GTPase activating protein 5"
"ENSG00000092036",45.988414901023,-0.37843998786386,0.270708536569772,-1.39796104200918,0.162124766355579,0.242430479560525,"54930","HAUS4","HAUS augmin like complex subunit 4"
"ENSG00000115255",39.6120586833161,0.392338536168496,0.28068804331792,1.39777431033682,0.16218085112624,0.242489741696107,"92840","REEP6","receptor accessory protein 6"
"ENSG00000167964",16.4176624524739,-0.608348572780464,0.435258399762354,-1.39767221749796,0.16221152085305,0.242510995570324,"25837","RAB26","RAB26, member RAS oncogene family"
"ENSG00000009307",12003.0559697435,-0.0486142971253075,0.03478463917664,-1.39757945679525,0.162239390906109,0.2425280599629,"7812","CSDE1","cold shock domain containing E1"
"ENSG00000179532",65.269239159341,0.316563166567894,0.226604806928807,1.3969834570515,0.162418545872195,0.242771250412212,"144132","DNHD1","dynein heavy chain domain 1"
"ENSG00000142408",21.0497148153008,0.553761737529428,0.396510111206438,1.3965891962869,0.16253714097118,0.242923880299489,"59283","CACNG8","calcium voltage-gated channel auxiliary subunit gamma 8"
"ENSG00000250312",49.2986731495378,0.359113237067878,0.257300180444757,1.39569757179001,0.162805585844873,0.243300418189185,"255403","ZNF718","zinc finger protein 718"
"ENSG00000135052",1472.82337742056,-0.0770795166744499,0.0552342455202967,-1.39550230021927,0.162864421633409,0.243363666839012,"51280","GOLM1","golgi membrane protein 1"
"ENSG00000198556",72.4361168984001,-0.293433009665436,0.210283913049232,-1.39541349316976,0.162891184712989,0.243378982187757,"285989","ZNF789","zinc finger protein 789"
"ENSG00000105404",1795.08320187268,-0.0737328491768611,0.0528537083568785,-1.39503644056539,0.163004851018437,0.243524125120094,"10567","RABAC1","Rab acceptor 1"
"ENSG00000164100",6.51676566861149,-0.998325526978144,0.715664014785739,-1.39496398638547,0.163026699910435,0.243532080202716,"9348","NDST3","N-deacetylase and N-sulfotransferase 3"
"ENSG00000186310",136.983731082643,-0.214001186162553,0.15353526281668,-1.39382433869976,0.163370656550873,0.24402115498599,"4675","NAP1L3","nucleosome assembly protein 1 like 3"
"ENSG00000128918",3.84017921501081,-1.30035221171497,0.933526057095628,-1.39294688330458,0.163635853583598,0.244386369319062,"8854","ALDH1A2","aldehyde dehydrogenase 1 family member A2"
"ENSG00000124116",5.4269555658541,-1.07730191169833,0.7734398241096,-1.39287101351232,0.163658799261443,0.244386369319062,"140686","WFDC3","WAP four-disulfide core domain 3"
"ENSG00000015532",1423.68855935204,0.0852267272827349,0.0611886980168729,1.39285080488612,0.163664911465541,0.244386369319062,"64132","XYLT2","xylosyltransferase 2"
"ENSG00000065613",1486.10231199833,0.07786988690436,0.0559121685769786,1.39271805916722,0.163705065375572,0.244421563519925,"9748","SLK","STE20 like kinase"
"ENSG00000175946",6.47699462245014,-0.978157150718997,0.702461434877474,-1.3924709630353,0.163779828619474,0.244508419184948,"340359","KLHL38","kelch like family member 38"
"ENSG00000138346",73.7972152762001,-0.306064760781596,0.219876970767094,-1.39198188747924,0.163927882821413,0.244704662921299,"1763","DNA2","DNA replication helicase/nuclease 2"
"ENSG00000196284",80.9451860401292,-0.280857219836328,0.201815603329347,-1.39165265322915,0.164027606235849,0.244828728043745,"8464","SUPT3H","SPT3 homolog, SAGA and STAGA complex component"
"ENSG00000165527",2134.36166250745,-0.0694531803628143,0.0499239472648816,-1.39117966763158,0.164170951209646,0.245017871283824,"382","ARF6","ADP ribosylation factor 6"
"ENSG00000171786",1.21940571450885,2.4712793684956,1.77647891000302,1.39111100873773,0.164191767099885,0.245024125508112,"4807","NHLH1","nescient helix-loop-helix 1"
"ENSG00000144843",3.89531721544184,-1.32884506332834,0.955822364392375,-1.39026362306672,0.164448839819016,0.245382909917248,"141","ADPRH","ADP-ribosylarginine hydrolase"
"ENSG00000204576",182.520556882215,0.187459181810061,0.134858602318824,1.39004244880784,0.164515987662674,0.245458253307601,"80742","PRR3","proline rich 3"
"ENSG00000185215",110.723839473241,0.248011364800289,0.178457101429232,1.38975340748006,0.164603770868598,0.24556436633884,"7127","TNFAIP2","TNF alpha induced protein 2"
"ENSG00000160588",14.2499739882949,-0.672667413811247,0.484771019408592,-1.38759824098372,0.165259417396736,0.246517539837357,"196264","MPZL3","myelin protein zero like 3"
"ENSG00000157654",15.8005639851437,0.623710628935548,0.44967464608592,1.3870264520459,0.165433696981736,0.246752537811641,"445815","PALM2AKAP2","PALM2 and AKAP2 fusion"
"ENSG00000170946",180.31788116743,0.186326761190241,0.134394540809073,1.38641614509436,0.165619869304555,0.247005225036484,"120526","DNAJC24","DnaJ heat shock protein family (Hsp40) member C24"
