tracking_id	class_code	nearest_ref_id	gene_id	gene_short_name	tss_id	locus	length	coverage	FPKM	FPKM_conf_lo	FPKM_conf_hi	FPKM_status
PIP4K2B	-	-	PIP4K2B	PIP4K2B	TSS21556	chr17:36921943-36956158	-	-	0	0	0	OK
CWC25	-	-	CWC25	CWC25	TSS19698	chr17:36957445-36981589	-	-	0	0	0	OK
MIR4727	-	-	MIR4727	MIR4727	TSS12315	chr17:36982090-36982145	-	-	0	0	0	OK
C17orf98	-	-	C17orf98	C17orf98	TSS5192	chr17:36991340-36997642	-	-	0	0	0	OK
CISD3	-	-	CISD3	CISD3	TSS20690	chr17:36886509-36891858	-	-	0	0	0	OK
PCGF2	-	-	PCGF2	PCGF2	TSS18660	chr17:36890149-36904558	-	-	0	0	0	OK
LASP1	-	-	LASP1	LASP1	TSS16578	chr17:37026111-37078023	-	-	0	0	0	OK
LOC100505576	-	-	LOC100505576	LOC100505576	TSS10666	chr17:37081420-37085637	-	-	0	0	0	OK
FBXO47	-	-	FBXO47	FBXO47	TSS24668	chr17:37092684-37123655	-	-	0	0	0	OK
FLJ43826	-	-	FLJ43826	FLJ43826	TSS11416	chr17:37186158-37209458	-	-	0	0	0	OK
RPL23	-	-	RPL23	RPL23	TSS20080	chr17:37006320-37010053	-	-	0	0	0	OK
SNORA21	-	-	SNORA21	SNORA21	TSS17121	chr17:37009115-37009248	-	-	0	0	0	OK
LOC100131347	-	-	LOC100131347	LOC100131347	TSS29203	chr17:37213271-37237704	-	-	0	0	0	OK
PLXDC1	-	-	PLXDC1	PLXDC1	TSS25385	chr17:37219555-37307902	-	-	0	0	0	OK
ARL5C	-	-	ARL5C	ARL5C	TSS6027	chr17:37313146-37322414	-	-	0	0	0	OK
RPL19	-	-	RPL19	RPL19	TSS13235	chr17:37356535-37360980	-	-	0	0	0	OK
STAC2	-	-	STAC2	STAC2	TSS15887	chr17:37366788-37382040	-	-	0	0	0	OK
CACNB1	-	-	CACNB1	CACNB1	TSS25762	chr17:37329708-37353956	-	-	0	0	0	OK
FBXL20	-	-	FBXL20	FBXL20	TSS28115	chr17:37408896-37557909	-	-	0	0	0	OK
MED1	-	-	MED1	MED1	TSS13758	chr17:37560537-37607527	-	-	0	0	0	OK
CDK12	-	-	CDK12	CDK12	TSS23725	chr17:37617738-37690800	-	-	0	0	0	OK
NEUROD2	-	-	NEUROD2	NEUROD2	TSS28710	chr17:37760020-37764175	-	-	0	0	0	OK
TCAP	-	-	TCAP	TCAP	TSS12491	chr17:37821598-37822807	-	-	0	0	0	OK
PPP1R1B	-	-	PPP1R1B	PPP1R1B	TSS1755,TSS1996	chr17:37783176-37792878	-	-	0	0	0	OK
STARD3	-	-	STARD3	STARD3	TSS28752	chr17:37793332-37820454	-	-	0	0	0	OK
PNMT	-	-	PNMT	PNMT	TSS12242	chr17:37824506-37826728	-	-	0	0	0	OK
PGAP3	-	-	PGAP3	PGAP3	TSS7237	chr17:37827374-37844310	-	-	0	0	0	OK
MIEN1	-	-	MIEN1	MIEN1	TSS11322	chr17:37885408-37886788	-	-	0	0	0	OK
GRB7	-	-	GRB7	GRB7	TSS1467,TSS15202,TSS27946,TSS28835	chr17:37894161-37903538	-	-	0	0	0	OK
IKZF3	-	-	IKZF3	IKZF3	TSS6941	chr17:37921198-38020441	-	-	0	0	0	OK
ERBB2	-	-	ERBB2	ERBB2	TSS1498,TSS5269	chr17:37844392-37884915	-	-	0	0	0	OK
MIR4728	-	-	MIR4728	MIR4728	TSS1421	chr17:37882731-37882819	-	-	0	0	0	OK
ZPBP2	-	-	ZPBP2	ZPBP2	TSS6658	chr17:38024454-38034149	-	-	4613.49	2992.06	6234.92	OK
GSDMB	-	-	GSDMB	GSDMB	TSS28590,TSS3411	chr17:38060847-38074903	-	-	26366.3	21737	30995.6	OK
LRRC3C	-	-	LRRC3C	LRRC3C	TSS10842	chr17:38097726-38100987	-	-	0	0	0	OK
GSDMA	-	-	GSDMA	GSDMA	TSS24150	chr17:38119225-38134019	-	-	133.634	0	400.901	OK
ORMDL3	-	-	ORMDL3	ORMDL3	TSS18325	chr17:38077295-38083884	-	-	136853	128189	145517	OK
MSL1	-	-	MSL1	MSL1	TSS24527	chr17:38278789-38293045	-	-	0	0	0	OK
CSF3	-	-	CSF3	CSF3	TSS26293	chr17:38171613-38174066	-	-	0	0	0	OK
CASC3	-	-	CASC3	CASC3	TSS13224	chr17:38296506-38328431	-	-	0	0	0	OK
THRA	-	-	THRA	THRA	TSS13607,TSS23940	chr17:38218445-38250120	-	-	0	0	0	OK
NR1D1	-	-	NR1D1	NR1D1	TSS28175	chr17:38249036-38256973	-	-	0	0	0	OK
MED24	-	-	MED24	MED24	TSS25546	chr17:38175349-38210889	-	-	0	0	0	OK
SNORD124	-	-	SNORD124	SNORD124	TSS9145	chr17:38183794-38183898	-	-	0	0	0	OK
CDC6	-	-	CDC6	CDC6	TSS19494	chr17:38444145-38459413	-	-	0	0	0	OK
RAPGEFL1	-	-	RAPGEFL1	RAPGEFL1	TSS7386	chr17:38334241-38351906	-	-	0	0	0	OK
WIPF2	-	-	WIPF2	WIPF2	TSS27987	chr17:38375573-38438439	-	-	0	0	0	OK
TOP2A	-	-	TOP2A	TOP2A	TSS15316	chr17:38544772-38574202	-	-	0	0	0	OK
GJD3	-	-	GJD3	GJD3	TSS4201	chr17:38516904-38520945	-	-	0	0	0	OK
RARA	-	-	RARA	RARA	TSS18889,TSS24849,TSS5111	chr17:38465422-38513895	-	-	0	0	0	OK
SMARCE1	-	-	SMARCE1	SMARCE1	TSS18407	chr17:38783975-38804103	-	-	0	0	0	OK
CCR7	-	-	CCR7	CCR7	TSS22025	chr17:38710021-38721736	-	-	0	0	0	OK
IGFBP4	-	-	IGFBP4	IGFBP4	TSS3978	chr17:38599675-38613982	-	-	0	0	0	OK
TNS4	-	-	TNS4	TNS4	TSS938	chr17:38632079-38657854	-	-	0	0	0	OK
PSMD3	-	-	PSMD3	PSMD3	TSS3371	chr17:38137059-38154212	-	-	299021	286320	311721	OK
KRT25	-	-	KRT25	KRT25	TSS28443	chr17:38904272-38911584	-	-	0	0	0	OK
KRT24	-	-	KRT24	KRT24	TSS15932	chr17:38854242-38860002	-	-	0	0	0	OK
KRT222	-	-	KRT222	KRT222	TSS4226	chr17:38811871-38821416	-	-	0	0	0	OK
KRT28	-	-	KRT28	KRT28	TSS21069	chr17:38948447-38956211	-	-	0	0	0	OK
KRT27	-	-	KRT27	KRT27	TSS549	chr17:38933059-38938786	-	-	0	0	0	OK
KRT26	-	-	KRT26	KRT26	TSS14281	chr17:38922489-38928411	-	-	0	0	0	OK
KRT10	-	-	KRT10	KRT10	TSS24012	chr17:38974368-38978863	-	-	0	0	0	OK
TMEM99	-	-	TMEM99	TMEM99	TSS11003,TSS21890,TSS4012	chr17:38975343-38992526	-	-	0	0	0	OK
